Date,SP500,Futures,Nikkei,FTSE,DAX
03/18/21,3915.46,3916.5,30216.75,6779.68,14775.52
03/19/21,3913.1,3912.62,29792.05,6708.71,14621
03/22/21,3940.59,3930,29174.15,6726.1,14657.21
03/23/21,3910.52,3899.75,28995.92,6699.19,14662.02
03/24/21,3889.14,3880.75,28405.52,6712.89,14610.39
03/25/21,3909.52,3900.5,28729.88,6674.83,14621.36
03/26/21,3974.54,3964.75,29176.7,6740.59,14748.94
03/29/21,3971.09,3959,29384.52,6736.17,14817.72
03/30/21,3958.55,3947.75,29432.7,6772.12,15008.61
03/31/21,3972.89,3967.5,29178.8,6713.63,15008.34
04/01/21,4019.87,4010,29388.87,6737.3,15107.17
04/05/21,4077.91,4067.75,30089.25,,
04/06/21,4073.94,4064,29696.63,6823.55,15212.68
04/07/21,4079.95,4070,29730.79,6885.32,15176.36
04/08/21,4097.17,4089,29708.98,6942.22,15202.68
04/09/21,4128.8,4119.5,29768.06,6915.75,15234.16
04/12/21,4127.99,4120.25,29538.73,6889.12,15215
04/13/21,4141.59,4132.75,29751.61,6890.49,15234.36
04/14/21,4124.66,4118,29620.99,6939.58,15209.15
04/15/21,4170.42,4162.5,29642.69,6983.5,15255.33
04/16/21,4185.47,4176.25,29683.37,7019.53,15459.75
04/19/21,4163.26,4155.5,29685.37,7000.08,15368.39
04/20/21,4134.94,4126.5,29100.38,6859.87,15129.51
04/21/21,4173.42,4164.75,28508.55,6895.29,15195.97
04/22/21,4134.98,4127.75,29188.17,6938.24,15320.52
04/23/21,4180.17,4171.5,29020.63,6938.56,15279.62
04/26/21,4187.62,4179.5,29126.23,6963.12,15296.34
04/27/21,4186.72,4179,28991.89,6944.97,15249.27
04/28/21,4183.18,4176.25,29053.97,6963.67,15292.18
04/29/21,4211.47,4203.5,,6961.48,15154.2
04/30/21,4181.17,4174.5,28812.63,6969.81,15135.91
05/03/21,4192.66,4185.75,,,15236.47
05/04/21,4164.66,4158.25,,6923.17,14856.48
05/05/21,4167.59,4160,,7039.3,15170.78
05/06/21,4201.62,4194.25,29331.37,7076.17,15196.74
05/07/21,4232.6,4225.25,29357.82,7129.71,15399.65
05/10/21,4188.43,4183.5,29518.34,7123.68,15400.41
05/11/21,4152.1,4146.25,28608.59,6947.99,15119.75
05/12/21,4063.04,4058.75,28147.51,7004.63,15150.22
05/13/21,4112.5,4107,27448.01,6963.33,15199.68
05/14/21,4173.85,4169,28084.47,7043.61,15416.64
05/17/21,4163.29,4157.75,27824.83,7032.85,15396.62
05/18/21,4127.83,4123,28406.84,7034.24,15386.58
05/19/21,4115.68,4111.5,28044.45,6950.2,15113.56
05/20/21,4159.12,4154.25,28098.25,7019.79,15370.26
05/21/21,4155.86,4151.75,28317.83,7018.05,15437.51
05/24/21,4197.05,4193.75,28364.61,7051.59,
05/25/21,4188.13,4185.5,28553.98,7029.79,15465.09
05/26/21,4195.99,4193,28642.19,7026.93,15450.72
05/27/21,4200.88,4199,28549.01,7019.67,15406.73
05/28/21,4204.11,4202.5,29149.41,7022.61,15519.98
06/01/21,4202.04,4198.5,28814.34,7080.46,15567.36
06/02/21,4208.12,4206.25,28946.14,7108,15602.71
06/03/21,4192.85,4191.25,29058.11,7064.35,15632.67
06/04/21,4229.89,4228.25,28941.52,7069.04,15692.9
06/07/21,4226.52,4225.5,29019.24,7077.22,15677.15
06/08/21,4227.26,4225.75,28963.56,7095.09,15640.6
06/09/21,4219.55,4218.5,28860.8,7081.01,15581.14
06/10/21,4239.18,4238,28958.56,7088.18,15571.22
06/11/21,4247.44,4245.75,28948.73,7134.06,15693.27
06/14/21,4255.15,4254.75,29161.8,7146.68,15673.64
06/15/21,4246.59,4246.5,29441.3,7172.48,15729.52
06/16/21,4223.7,4223,29291.01,7184.95,15710.57
06/17/21,4221.86,4222.25,29018.33,7153.43,15727.67
06/18/21,4166.45,4187.25,28964.08,7017.47,15448.04
06/21/21,4224.79,4213.75,28010.93,7062.29,15603.24
06/22/21,4246.44,4236.25,28884.13,7090.01,15636.33
06/23/21,4241.84,4231.5,28874.89,7074.06,15456.39
06/24/21,4266.49,4256,28875.23,7109.97,15589.23
06/25/21,4280.7,4271.25,29066.18,7136.07,15607.97
06/28/21,4290.61,4280.5,29048.02,7072.97,15554.18
06/29/21,4291.8,4282,28812.61,7087.55,15690.59
06/30/21,4297.5,4288.5,28791.53,7037.47,15531.04
07/01/21,4319.94,4310.75,28707.04,7125.16,15603.81
07/02/21,4352.34,4342.75,28783.28,7123.27,15650.09
07/06/21,4343.54,4334,28643.21,7100.88,15511.38
07/07/21,4358.13,4349.75,28366.95,7151.02,15692.71
07/08/21,4320.82,4313,28118.03,7030.66,15420.64
07/09/21,4369.55,4360,27940.42,7121.88,15687.93
07/12/21,4384.63,4376.5,28569.02,7125.42,15790.51
07/13/21,4369.21,4361.25,28718.24,7124.72,15789.64
07/14/21,4374.3,4367.75,28608.49,7091.19,15788.98
07/15/21,4360.03,4352,28279.09,7012.02,15629.66
07/16/21,4327.16,4318.5,28003.08,7008.09,15540.31
07/19/21,4258.49,4251.25,27652.74,6844.39,15133.2
07/20/21,4323.06,4315.5,27388.16,6881.13,15216.27
07/21/21,4358.69,4350.5,27548,6998.28,15422.5
07/22/21,4367.48,4359.5,,6968.3,15514.54
07/23/21,4411.79,4403,,7027.58,15669.29
07/26/21,4422.3,4414.25,27833.29,7025.43,15618.98
07/27/21,4401.46,4394.5,27970.22,6996.08,15519.13
07/28/21,4400.64,4393.75,27581.66,7016.63,15570.36
07/29/21,4419.15,4411.75,27782.42,7078.42,15640.47
07/30/21,4395.26,4389.5,27283.59,7032.3,15544.39
08/02/21,4387.16,4379.75,27781.02,7081.72,15568.73
08/03/21,4423.15,4415,27641.83,7105.72,15555.08
08/04/21,4402.66,4394.75,27584.08,7123.86,15692.13
08/05/21,4429.1,4421.5,27728.12,7120.43,15744.67
08/06/21,4436.52,4429.5,27820.04,7122.95,15761.45
08/09/21,4432.35,4425.75,,7132.3,15745.41
08/10/21,4436.75,4430,27888.15,7161.04,15770.71
08/11/21,4447.7,4440.5,28070.51,7220.14,15826.09
08/12/21,4460.83,4454.5,28015.02,7193.23,15937.51
08/13/21,4468,4462.5,27977.15,7218.71,15977.44
08/16/21,4479.71,4474,27523.19,7153.98,15925.73
08/17/21,4448.08,4443.5,27424.47,7181.11,15921.95
08/18/21,4400.27,4394.5,27585.91,7169.32,15965.97
08/19/21,4405.8,4401.5,27281.17,7058.86,15765.81
08/20/21,4441.67,4437,27013.25,7087.9,15808.04
08/23/21,4479.53,4475.5,27494.24,7109.02,15852.79
08/24/21,4486.23,4482.5,27732.1,7125.78,15905.85
08/25/21,4496.19,4493,27724.8,7150.12,15860.66
08/26/21,4470,4466.5,27742.29,7124.98,15793.62
08/27/21,4509.37,4505.5,27641.14,7148.01,15851.75
08/30/21,4528.79,4525.25,27789.29,,15887.31
08/31/21,4522.68,4520.5,28089.54,7119.7,15835.09
09/01/21,4524.09,4521.25,28451.02,7149.84,15824.29
09/02/21,4536.95,4535.25,28543.51,7163.9,15840.59
09/03/21,4535.43,4534.5,29128.11,7138.35,15781.2
09/07/21,4520.03,4519.25,29916.14,7149.37,15843.09
09/08/21,4514.07,4512.5,30181.21,7095.53,15610.28
09/09/21,4493.28,4492.25,30008.19,7024.21,15623.15
09/10/21,4458.58,4458.25,30381.84,7029.2,15609.81
09/13/21,4468.73,4469,30447.37,7068.43,15701.42
09/14/21,4443.05,4444.5,30670.1,7034.06,15722.99
09/15/21,4480.7,4481.75,30511.71,7016.49,15616
09/16/21,4473.75,4474.25,30323.34,7027.48,15651.75
09/17/21,4432.99,4464.33,30500.05,6963.64,15490.17
09/20/21,4357.73,4348.25,,6903.91,15132.06
09/21/21,4354.19,4343.25,29839.71,6980.98,15348.53
09/22/21,4395.64,4384,29639.4,7083.37,15506.74
09/23/21,4448.98,4438,,7078.35,15643.97
09/24/21,4455.48,4445.75,30248.81,7051.48,15531.75
09/27/21,4443.11,4433,30240.06,7063.4,15573.88
09/28/21,4352.63,4343.5,30183.96,7028.1,15248.56
09/29/21,4359.46,4349.75,29544.29,7108.16,15365.27
09/30/21,4307.54,4297.75,29452.66,7086.42,15260.69
10/01/21,4357.04,4343.75,28771.07,7027.07,15156.44
10/04/21,4300.46,4291.25,28444.89,7011.01,15036.55
10/05/21,4345.72,4334,27822.12,7077.1,15194.49
10/06/21,4363.55,4354,27528.87,6995.87,14973.33
10/07/21,4399.76,4390,27678.21,7078.04,15250.86
10/08/21,4391.34,4382.25,28048.94,7095.55,15206.13
10/11/21,4361.19,4351,28498.2,7146.85,15199.14
10/12/21,4350.65,4340.75,28230.61,7130.23,15146.87
10/13/21,4363.8,4355,28140.28,7141.82,15249.38
10/14/21,4438.26,4429,28550.93,7207.71,15462.72
10/15/21,4471.37,4462.5,29068.63,7234.03,15587.36
10/18/21,4486.46,4477.5,29025.46,7203.83,15474.47
10/19/21,4519.63,4511.25,29215.52,7217.53,15515.83
10/20/21,4536.19,4528,29255.55,7223.1,15522.92
10/21/21,4549.78,4541.75,28708.58,7190.3,15472.56
10/22/21,4544.9,4536.5,28804.85,7204.55,15542.98
10/25/21,4566.48,4558,28600.41,7222.82,15599.23
10/26/21,4574.79,4565.25,29106.01,7277.62,15757.06
10/27/21,4551.68,4544.5,29098.24,7253.27,15705.81
10/28/21,4596.42,4587.5,28820.09,7249.47,15696.33
10/29/21,4605.38,4597,28892.69,7237.57,15688.77
11/01/21,4613.67,4605.75,29647.08,7288.62,15806.29
11/02/21,4630.65,4623.5,29520.9,7274.81,15954.45
11/03/21,4660.57,4652.25,,7248.89,15959.98
11/04/21,4680.06,4673.25,29794.37,7279.91,16029.65
11/05/21,4697.53,4690.25,29611.57,7303.96,16054.36
11/08/21,4701.7,4694,29507.05,7300.4,16046.52
11/09/21,4685.25,4678.25,29285.46,7274.04,16040.47
11/10/21,4646.71,4642,29106.78,7340.15,16067.83
11/11/21,4649.27,4643,29277.86,7384.18,16083.11
11/12/21,4682.85,4678.25,29609.97,7347.91,16094.07
11/15/21,4682.8,4679,29776.8,7351.86,16148.64
11/16/21,4700.9,4696,29808.12,7326.97,16247.86
11/17/21,4688.67,4686.25,29688.33,7291.2,16251.13
11/18/21,4704.54,4701.5,29598.66,7255.96,16221.73
11/19/21,4697.96,4694.5,29745.87,7223.57,16159.97
11/22/21,4682.94,4679.75,29774.11,7255.46,16115.69
11/23/21,4690.7,4688.5,,7266.69,15937
11/24/21,4701.46,4699,29302.66,7286.32,15878.39
11/26/21,4594.62,4595.75,28751.62,7044.03,15257.04
11/29/21,4655.27,4651,28283.92,7109.95,15280.86
11/30/21,4567,4566.25,27821.76,7059.45,15100.13
12/01/21,4513.04,4508.5,27935.62,7168.68,15472.67
12/02/21,4577.1,4575.75,27753.37,7129.21,15263.11
12/03/21,4538.43,4537.5,28029.57,7122.32,15169.98
12/06/21,4591.67,4590,27927.37,7232.28,15380.79
12/07/21,4686.75,4685,28455.6,7339.9,15813.94
12/08/21,4701.21,4699,28860.62,7337.05,15687.09
12/09/21,4667.45,4667,28725.47,7321.26,15639.26
12/10/21,4712.02,4711,28437.77,7291.78,15623.31
12/13/21,4668.97,4668.75,28640.49,7231.44,15621.72
12/14/21,4634.09,4637,28432.64,7218.64,15453.56
12/15/21,4709.85,4709.5,28459.72,7170.75,15476.35
12/16/21,4668.67,4668.75,29066.32,7260.61,15636.4
12/17/21,4620.64,4636.46,28545.68,7269.92,15531.69
12/20/21,4568.02,4558.5,27937.81,7198.03,15239.67
12/21/21,4649.23,4640.75,28517.59,7297.41,15447.44
12/22/21,4696.56,4686,28562.21,7341.66,15593.47
12/23/21,4725.79,4715.75,28798.37,7373.34,15756.31
12/27/21,4791.19,4782.25,28676.46,,15835.25
12/28/21,4786.35,4778.5,29069.16,,15963.7
12/29/21,4793.06,4784.5,28906.88,7420.69,15852.25
12/30/21,4778.73,4772.25,28791.71,7403.01,15884.86
12/31/21,4766.18,4758.5,,7384.54,
01/03/22,4796.56,4786,,,16020.73
01/04/22,4793.54,4784.25,29301.79,7505.15,16152.61
01/05/22,4700.58,4692.5,29332.16,7516.87,16271.75
01/06/22,4696.05,4687.5,28487.87,7450.37,16052.03
01/07/22,4677.03,4667.75,28478.56,7485.28,15947.74
01/10/22,4670.29,4662.25,,7445.25,15768.27
01/11/22,4713.07,4705,28222.48,7491.37,15941.81
01/12/22,4726.35,4716.25,28765.66,7551.72,16010.32
01/13/22,4659.03,4652,28489.13,7563.85,16031.59
01/14/22,4662.85,4654.75,28124.28,7542.95,15883.24
01/18/22,4577.11,4571.25,28257.25,7563.55,15772.56
01/19/22,4532.76,4524.25,27467.23,7589.66,15809.72
01/20/22,4482.73,4474.75,27772.93,7585.01,15912.33
01/21/22,4397.94,4390,27522.26,7494.13,15603.88
01/24/22,4410.13,4403.75,27588.37,7297.15,15011.13
01/25/22,4356.45,4349,27131.34,7371.46,15123.87
01/26/22,4349.93,4341.5,27011.33,7469.78,15459.39
01/27/22,4326.51,4317.75,26170.3,7554.31,15524.27
01/28/22,4431.85,4423.25,26717.34,7466.07,15318.95
01/31/22,4515.55,4504.25,27001.98,7464.37,15471.2
02/01/22,4546.54,4535,27078.48,7535.78,15619.39
02/02/22,4589.38,4577.25,27533.6,7583,15613.77
02/03/22,4477.44,4469,27241.31,7528.84,15368.47
02/04/22,4500.53,4492.5,27439.99,7516.4,15099.56
02/07/22,4483.87,4475.75,27248.87,7573.47,15206.64
02/08/22,4521.54,4512.5,27284.52,7567.07,15242.38
02/09/22,4587.18,4577.75,27579.87,7643.42,15482.01
02/10/22,4504.08,4497.5,27696.08,7672.4,15490.44
02/11/22,4418.64,4409.5,,7661.02,15425.12
02/14/22,4401.67,4394,27079.59,7531.59,15113.97
02/15/22,4471.07,4464.5,26865.19,7608.92,15412.71
02/16/22,4475.01,4470,27460.4,7603.78,15370.3
02/17/22,4380.26,4374.5,27232.87,7537.37,15267.63
02/18/22,4348.87,4343.5,27122.07,7513.62,15042.51
02/22/22,4304.76,4300,26449.61,7494.21,14693
02/23/22,4225.5,4222,,7498.18,14631.36
02/24/22,4288.7,4284,25970.82,7207.38,14052.1
02/25/22,4384.65,4380,26476.5,7489.46,14567.23
02/28/22,4373.94,4368,26526.82,7458.25,14461.02
03/01/22,4306.26,4303.75,26844.72,7330.2,13904.85
03/02/22,4386.54,4381.75,26393.03,7429.56,14000.11
03/03/22,4363.49,4359.25,26577.27,7238.85,13698.4
03/04/22,4328.87,4327.25,25985.47,6987.14,13094.54
03/07/22,4201.09,4198.5,25221.41,6959.48,12834.65
03/08/22,4170.7,4168.75,24790.95,6964.11,12831.51
03/09/22,4277.88,4275.25,24717.53,7190.72,13847.93
03/10/22,4259.52,4257.25,25690.4,7099.09,13442.1
03/11/22,4204.31,4201.5,25162.78,7155.64,13628.11
03/14/22,4173.11,4172,25307.85,7193.47,13929.11
03/15/22,4262.45,4262,25346.48,7175.7,13917.27
03/16/22,4357.86,4358,25762.01,7291.68,14440.74
03/17/22,4411.67,4410.25,26652.89,7385.34,14388.06
03/18/22,4463.12,4409.35,26827.43,7404.73,14413.09
03/21/22,4461.18,4452.25,,7442.39,14326.97
03/22/22,4511.61,4505,27224.11,7476.72,14473.2
03/23/22,4456.24,4447.5,28040.16,7460.63,14283.65
03/24/22,4520.16,4512.5,28110.39,7467.38,14273.79
03/25/22,4543.06,4536.5,28149.84,7483.35,14305.76
03/28/22,4575.52,4568,27943.89,7473.14,14417.37
03/29/22,4631.6,4625.5,28252.42,7537.25,14820.33
03/30/22,4602.45,4596,28027.25,7578.75,14606.05
03/31/22,4530.41,4530.75,27821.43,7515.68,14414.75
04/01/22,4545.86,4539.25,27665.98,7537.9,14446.48
04/04/22,4582.64,4577.75,27736.47,7558.92,14518.16
04/05/22,4525.12,4520.25,27787.98,7613.72,14424.36
04/06/22,4481.15,4475.75,27350.3,7587.7,14151.69
04/07/22,4500.21,4496.25,26888.57,7551.81,14078.15
04/08/22,4488.28,4483.5,26985.8,7669.56,14283.67
04/11/22,4412.53,4409,26821.52,7618.31,14192.78
04/12/22,4397.45,4393,26334.98,7576.66,14124.95
04/13/22,4446.59,4442.25,26843.49,7580.8,14076.44
04/14/22,4392.59,4387.5,27172,7616.38,14163.85
04/18/22,4391.69,4386.75,26799.71,,
04/19/22,4462.21,4459.25,26985.09,7601.28,14153.46
04/20/22,4459.45,4455.5,27217.85,7629.22,14362.03
04/21/22,4393.66,4390.5,27553.06,7627.95,14502.41
04/22/22,4271.78,4267.25,27105.26,7521.68,14142.09
04/25/22,4296.12,4292.75,26590.78,7380.54,13924.17
04/26/22,4175.2,4170.5,26700.11,7386.19,13756.4
04/27/22,4183.96,4180.25,26386.63,7425.61,13793.94
04/28/22,4287.5,4283.5,26847.9,7509.19,13979.84
04/29/22,4131.93,4127.5,,7544.55,14097.88
05/02/22,4155.38,4151,26818.53,,13939.07
05/03/22,4175.48,4169.25,,7561.33,14039.47
05/04/22,4300.17,4295.25,,7493.45,13970.82
05/05/22,4146.87,4143.25,,7503.27,13902.52
05/06/22,4123.34,4119.5,27003.56,7387.94,13674.29
05/09/22,3991.24,3987.5,26319.34,7216.58,13380.67
05/10/22,4001.05,3996.75,26167.1,7243.22,13534.74
05/11/22,3935.18,3930.25,26213.64,7347.66,13828.64
05/12/22,3930.08,3927.25,25748.72,7233.34,13739.64
05/13/22,4023.89,4019.75,26427.65,7418.15,14027.93
05/16/22,4008.01,4004.75,26547.05,7464.8,13964.38
05/17/22,4088.85,4084.75,26659.75,7518.35,14185.94
05/18/22,3923.68,3922.75,26911.2,7438.09,14007.76
05/19/22,3900.79,3897.75,26402.84,7302.74,13882.3
05/20/22,3901.36,3899.5,26739.03,7389.98,13981.91
05/23/22,3973.75,3971.75,27001.52,7513.44,14175.4
05/24/22,3941.48,3940.5,26748.14,7484.35,13919.75
05/25/22,3978.73,3976.75,26677.8,7522.75,14007.93
05/26/22,4057.84,4055.75,26604.84,7564.92,14231.29
05/27/22,4158.24,4155.75,26781.68,7585.46,14462.19
05/31/22,4132.15,4131.25,27279.8,7607.66,14388.35
06/01/22,4101.23,4099,27457.89,7532.95,14340.47
06/02/22,4176.82,4175.25,27413.88,,14485.17
06/03/22,4108.54,4107,27761.57,,14460.09
06/06/22,4121.43,4120.5,27915.89,7608.22,14653.81
06/07/22,4160.68,4158.75,27943.95,7598.93,14556.62
06/08/22,4115.77,4114,28234.29,7593,14445.99
06/09/22,4017.82,4016.25,28246.53,7476.21,14198.8
06/10/22,3900.86,3899,27824.29,7317.52,13761.83
06/13/22,3749.63,3750.5,26987.44,7205.81,13427.03
06/14/22,3735.48,3736.75,26629.86,7187.46,13304.39
06/15/22,3789.99,3789.25,26326.16,7273.41,13485.29
06/16/22,3666.77,3668.25,26431.2,7044.98,13038.49
06/17/22,3674.84,3663.76,25963,7016.25,13126.26
06/21/22,3764.79,3767.75,26246.31,7152.05,13292.4
06/22/22,3759.89,3762.75,26149.55,7089.22,13144.28
06/23/22,3795.73,3799.75,26171.25,7020.45,12912.59
06/24/22,3911.74,3916.25,26491.97,7208.81,13118.13
06/27/22,3900.11,3903.75,26871.27,7258.32,13186.07
06/28/22,3821.55,3825.5,27049.47,7323.41,13231.82
06/29/22,3818.83,3821.25,26804.6,7312.32,13003.35
06/30/22,3785.38,3789.5,26393.04,7169.28,12783.77
07/01/22,3825.33,3827.25,25935.62,7168.65,12813.03
07/05/22,3831.39,3834,26423.47,7025.47,12401.2
07/06/22,3845.08,3848.25,26107.65,7107.77,12594.52
07/07/22,3902.62,3905,26490.53,7189.08,12843.22
07/08/22,3899.38,3901.25,26517.19,7196.24,13015.23
07/11/22,3854.43,3856.75,26812.3,7196.59,12832.44
07/12/22,3818.8,3823.75,26336.66,7209.86,12905.48
07/13/22,3801.78,3804.5,26478.77,7156.37,12756.32
07/14/22,3790.38,3793.25,26643.39,7039.81,12519.66
07/15/22,3863.16,3865,26788.47,7159.01,12864.72
07/18/22,3830.85,3833.75,,7223.24,12959.81
07/19/22,3936.69,3937.5,26961.68,7296.28,13308.41
07/20/22,3959.9,3962.5,27680.26,7264.31,13281.98
07/21/22,3998.95,4001.25,27803,7270.51,13246.64
07/22/22,3961.63,3965,27914.66,7276.37,13253.68
07/25/22,3966.84,3970,27699.25,7306.3,13210.32
07/26/22,3921.05,3923.25,27655.21,7306.28,13096.93
07/27/22,4023.61,4024.5,27715.75,7348.23,13166.38
07/28/22,4072.43,4073.5,27815.48,7345.25,13282.11
07/29/22,4130.29,4133.5,27801.64,7423.43,13484.05
08/01/22,4118.63,4120.5,27993.35,7413.42,13479.63
08/02/22,4091.19,4093.75,27594.73,7409.11,13449.2
08/03/22,4155.17,4156.25,27741.9,7445.68,13587.56
08/04/22,4151.94,4152.25,27932.2,7448.06,13662.68
08/05/22,4145.19,4146.75,28175.87,7439.74,13573.93
08/08/22,4140.06,4141.75,28249.24,7482.37,13687.69
08/09/22,4122.47,4124.5,27999.96,7488.15,13534.97
08/10/22,4210.24,4210,27819.33,7507.11,13700.93
08/11/22,4207.27,4209.75,,7465.91,13694.51
08/12/22,4280.15,4281,28546.98,7500.89,13795.85
08/15/22,4297.14,4298.25,28871.78,7509.15,13816.61
08/16/22,4305.2,4307.75,28868.91,7536.06,13910.12
08/17/22,4274.04,4276.75,29222.77,7515.75,13626.71
08/18/22,4283.74,4286.5,28942.14,7541.85,13697.41
08/19/22,4228.48,4231.5,28930.33,7550.37,13544.52
08/22/22,4137.99,4141.25,28794.5,7533.79,13230.57
08/23/22,4128.73,4130.5,28452.75,7488.11,13194.23
08/24/22,4140.77,4142.75,28313.47,7471.51,13220.06
08/25/22,4199.12,4201,28479.01,7479.74,13271.96
08/26/22,4057.66,4059.5,28641.38,7427.31,12971.47
08/29/22,4030.61,4031.25,27878.96,,12892.99
08/30/22,3986.16,3987.5,28195.58,7361.63,12961.14
08/31/22,3955,3956.5,28091.53,7284.15,12834.96
09/01/22,3966.85,3968.75,27661.47,7148.5,12630.23
09/02/22,3924.26,3924.5,27650.84,7281.19,13050.27
09/06/22,3908.19,3910.5,27626.51,7300.44,12871.44
09/07/22,3979.87,3980,27430.3,7237.83,12915.97
09/08/22,4006.18,4005.5,28065.28,7262.06,12904.32
09/09/22,4067.36,4067.25,28214.75,7351.07,13088.21
09/12/22,4110.41,4110.75,28542.11,7473.03,13402.27
09/13/22,3932.69,3931.25,28614.63,7385.86,13188.95
09/14/22,3946.01,3947.5,27818.62,7277.3,13028
09/15/22,3901.35,3902,27875.91,7282.07,12956.66
09/16/22,3873.33,3871.24,27567.65,7236.68,12741.26
09/19/22,3899.89,3917.25,,,12803.24
09/20/22,3855.93,3872.75,27688.42,7192.66,12670.83
09/21/22,3789.93,3806.25,27313.13,7237.64,12767.15
09/22/22,3757.99,3772,27153.83,7159.52,12531.63
09/23/22,3693.23,3709,,7018.6,12284.19
09/26/22,3655.04,3670,26431.55,7020.95,12227.92
09/27/22,3647.29,3661,26571.87,6984.59,12139.68
09/28/22,3719.04,3732,26173.98,7005.39,12183.28
09/29/22,3640.47,3654.25,26422.05,6881.59,11975.55
09/30/22,3585.62,3601.5,25937.21,6893.81,12114.36
10/03/22,3678.43,3690.25,26215.79,6908.76,12209.48
10/04/22,3790.93,3803.25,26992.21,7086.46,12670.48
10/05/22,3783.28,3794,27120.53,7052.62,12517.18
10/06/22,3744.52,3756.75,27311.3,6997.27,12470.78
10/07/22,3639.66,3653.25,27116.11,6991.09,12273
10/10/22,3612.39,3625.25,,6959.31,12272.94
10/11/22,3588.84,3599.25,26401.25,6885.23,12220.25
10/12/22,3577.03,3588.5,26396.83,6826.15,12172.26
10/13/22,3669.91,3681.75,26237.42,6850.27,12355.58
10/14/22,3583.07,3597.5,27090.76,6858.79,12437.81
10/17/22,3677.95,3689.25,26775.79,6920.24,12649.03
10/18/22,3719.98,3732.75,27156.14,6936.74,12765.61
10/19/22,3695.16,3707.25,27257.38,6924.99,12741.41
10/20/22,3665.78,3675.25,27006.96,6943.91,12767.41
10/21/22,3752.75,3764,26890.58,6969.73,12730.9
10/24/22,3797.34,3809.25,26974.9,7013.99,12931.45
10/25/22,3859.11,3870.25,27250.28,7013.48,13052.96
10/26/22,3830.6,3841,27431.84,7056.07,13195.81
10/27/22,3807.3,3819.5,27345.24,7073.69,13211.23
10/28/22,3901.06,3911.25,27105.2,7047.67,13243.33
10/31/22,3871.98,3883,27587.46,7094.53,13253.74
11/01/22,3856.1,3866,27678.92,7186.16,13338.74
11/02/22,3759.69,3768.75,27663.39,7144.14,13256.74
11/03/22,3719.89,3727.75,,7188.63,13130.19
11/04/22,3770.55,3779.5,27199.74,7334.84,13459.85
11/07/22,3806.8,3815.25,27527.64,7299.99,13533.52
11/08/22,3828.11,3835.25,27872.11,7306.14,13688.75
11/09/22,3748.57,3755.5,27716.43,7296.25,13666.32
11/10/22,3956.37,3961,27446.1,7375.34,14146.09
11/11/22,3992.93,4000.25,28263.57,7318.04,14224.86
11/14/22,3957.25,3966,27963.47,7385.17,14313.3
11/15/22,3991.73,3999.5,27990.17,7369.44,14378.51
11/16/22,3958.79,3968.5,28028.3,7351.19,14234.03
11/17/22,3946.56,3955.25,27930.57,7346.54,14266.38
11/18/22,3965.34,3974,27899.77,7385.52,14431.86
11/21/22,3949.94,3958,27944.79,7376.85,14379.93
11/22/22,4003.58,4010.25,28115.74,7452.84,14422.35
11/23/22,4027.26,4033,,7465.24,14427.59
11/25/22,4026.12,4032.5,28283.03,7486.67,14541.38
11/28/22,3963.94,3970.25,28162.83,7474.02,14383.36
11/29/22,3957.63,3962,28027.84,7512,14355.45
11/30/22,4080.11,4081.25,27968.99,7573.05,14397.04
12/01/22,4076.57,4081.75,28226.08,7558.49,14490.3
12/02/22,4071.7,4075.5,27777.9,7556.23,14529.39
12/05/22,3998.84,4003.25,27820.4,7567.54,14447.61
12/06/22,3941.26,3945,27885.87,7521.39,14343.19
12/07/22,3933.92,3936.75,27686.4,7489.19,14261.19
12/08/22,3963.51,3965.75,27574.43,7472.17,14264.56
12/09/22,3934.38,3936.25,27901.01,7476.63,14370.72
12/12/22,3990.56,3991.75,27842.33,7445.97,14306.63
12/13/22,4019.65,4022.25,27954.85,7502.89,14497.89
12/14/22,3995.32,3998,28156.21,7495.93,14460.2
12/15/22,3895.75,3897,28051.7,7426.17,13986.23
12/16/22,3852.36,3871.47,27527.12,7332.12,13893.07
12/19/22,3817.66,3845.5,27237.64,7361.31,13942.87
12/20/22,3821.62,3849.25,26568.03,7370.62,13884.66
12/21/22,3878.44,3905.75,26387.72,7497.32,14097.82
12/22/22,3822.39,3849.25,26507.87,7469.28,13914.07
12/23/22,3844.82,3869.75,26235.25,7473.01,13940.93
12/27/22,3829.25,3855,26447.87,,13995.1
12/28/22,3783.22,3807.5,26340.5,7497.19,13925.6
12/29/22,3849.28,3871.75,26093.67,7512.72,14071.72
12/30/22,3839.5,3861,26094.5,7451.74,13923.59
01/03/23,3824.14,3846,,7554.09,14181.67
01/04/23,3852.97,3874.5,25716.86,7585.19,14490.78
01/05/23,3808.1,3829,25820.8,7633.45,14436.31
01/06/23,3895.08,3915.5,25973.85,7699.49,14610.02
01/09/23,3892.09,3913.75,,7724.94,14792.83
01/10/23,3919.25,3940.75,26175.56,7694.49,14774.6
01/11/23,3969.61,3990,26446,7724.98,14947.91
01/12/23,3983.17,4003.5,26449.82,7794.04,15058.3
01/13/23,3999.09,4018.25,26119.52,7844.07,15086.52
01/17/23,3990.97,4009.5,26138.68,7851.03,15187.07
01/18/23,3928.86,3945.75,26791.12,7830.7,15181.8
01/19/23,3898.85,3915.5,26405.23,7747.29,14920.36
01/20/23,3972.61,3988.5,26553.53,7770.59,15033.56
